id,sessionId,stage,LoRA,RAG,Random,T2B,bestClip,LoRA_pred,RAG_pred,Random_pred,T2B_pred,promptId,LoRA_pred_floor,RAG_pred_floor,Random_pred_floor,T2B_pred_floor,LoRA_score,RAG_score,Random_score,T2B_score
116,3,9,0,1,1,0,3,[ 0.24 -1.32],[ 3.3  -4.62],[ 3.24 -5.87],[-3.21 -3.21],11,"[0.5, -1.5]","[3.5, -4.5]","[3.5, -5.5]","[-3.5, -3.5]",0.0,1.0,1.5,0.0
117,9,15,0,0,0,1,4,[2.14 0.54],[-4.   1.8],[ 1.15 -2.64],[-0.  -4.2],24,"[2.5, 0.5]","[-3.5, 1.5]","[1.5, -2.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
119,10,8,1,0,1,0,3,[2.24 2.16],[2.7  5.34],[-0.82  3.05],[1.79 4.33],4,"[2.5, 2.5]","[2.5, 5.5]","[-0.5, 3.5]","[1.5, 4.5]",1.0,0.0,1.5,0.0
120,13,14,1,1,0,1,2,[-0.14  0.01],[4.14 5.28],[-1.47  0.6 ],[-4.95 -2.15],7,"[-0.5, 0.5]","[4.5, 5.5]","[-1.5, 0.5]","[-4.5, -2.5]",1.0,1.5,0.0,1.0
121,18,1,0,0,0,0,5,[1.04 2.16],[-6.  6.],[ 2.35 -4.27],[0.  5.1],5,"[1.5, 2.5]","[-5.5, 5.5]","[2.5, -4.5]","[0.5, 5.5]",0.0,0.0,0.0,0.0
122,9,16,1,1,0,1,1,[ 4.68 -0.28],[1.26 2.34],[-0.19  1.97],[-2.68 -2.68],1,"[4.5, -0.5]","[1.5, 2.5]","[-0.5, 1.5]","[-2.5, -2.5]",1.5,1.0,0.0,1.0
123,14,6,1,0,1,0,1,[ 1.58 -0.04],[ 1.62 -0.9 ],[ 3.79 -3.62],[3.38 5.1 ],15,"[1.5, -0.5]","[1.5, -0.5]","[3.5, -3.5]","[3.5, 5.5]",1.5,0.0,1.0,0.0
124,13,15,0,0,0,1,4,[-3.56  1.44],[2.46 2.64],[-3.77  0.88],[-2.35 -3.78],2,"[-3.5, 1.5]","[2.5, 2.5]","[-3.5, 0.5]","[-2.5, -3.5]",0.0,0.0,0.0,1.5
125,3,10,0,1,0,1,4,[-0.44  0.2 ],[0.72 3.  ],[-4.57  2.84],[0.  5.1],15,"[-0.5, 0.5]","[0.5, 3.5]","[-4.5, 2.5]","[0.5, 5.5]",0.0,1.0,0.0,1.5
127,18,2,1,0,0,0,1,[5.69 1.74],[5.58 5.52],[4.62 5.8 ],[1.64 5.02],18,"[5.5, 1.5]","[5.5, 5.5]","[4.5, 5.5]","[1.5, 5.5]",1.5,0.0,0.0,0.0
128,10,9,0,0,0,0,5,[ 1.54 -0.14],[-2.94  3.  ],[ 5.97 -1.68],[2.95 3.43],16,"[1.5, -0.5]","[-2.5, 3.5]","[5.5, -1.5]","[2.5, 3.5]",0.0,0.0,0.0,0.0
129,13,16,0,0,0,1,4,[5.68 1.69],[4.8 0. ],[-4.82 -4.62],[4.74 3.07],25,"[5.5, 1.5]","[4.5, 0.5]","[-4.5, -4.5]","[4.5, 3.5]",0.0,0.0,0.0,1.5
130,12,6,1,1,0,1,4,[ 1.24 -2.38],[ 2.  -1.5],[-3.95 -0.29],[-0.  -4.5],14,"[1.5, -2.5]","[2.5, -1.5]","[-3.5, -0.5]","[0.5, -4.5]",1.0,1.0,0.0,1.5
131,13,17,0,0,1,0,3,[-1.28  0.28],[3.3  4.14],[-5.37 -1.79],[-4.33 -1.79],22,"[-1.5, 0.5]","[3.5, 4.5]","[-5.5, -1.5]","[-4.5, -1.5]",0.0,0.0,1.5,0.0
132,3,11,0,0,0,1,4,[ 1.24 -0.04],[ 2.7 -3. ],[3.31 1.24],[-3.07 -4.74],1,"[1.5, -0.5]","[2.5, -2.5]","[3.5, 1.5]","[-3.5, -4.5]",0.0,0.0,0.0,1.5
133,14,7,0,0,1,0,3,[3.48 0.34],[-3.54  2.22],[-5.37 -5.36],[-3.78 -2.35],29,"[3.5, 0.5]","[-3.5, 2.5]","[-5.5, -5.5]","[-3.5, -2.5]",0.0,0.0,1.5,0.0
134,18,3,1,0,0,0,1,[2.28 2.16],[0.78 0.3 ],[5.21 1.87],[-2.14  3.49],13,"[2.5, 2.5]","[0.5, 0.5]","[5.5, 1.5]","[-2.5, 3.5]",1.5,0.0,0.0,0.0
135,10,10,0,0,0,1,4,[3.36 2.24],[4.08 0.48],[6.   5.19],[0.  4.8],27,"[3.5, 2.5]","[4.5, 0.5]","[5.5, 5.5]","[0.5, 4.5]",0.0,0.0,0.0,1.5
136,12,7,1,1,0,1,2,[-2.21  3.86],[0.12 5.34],[-3.    4.09],[-4.8  0. ],6,"[-2.5, 3.5]","[0.5, 5.5]","[-2.5, 4.5]","[-4.5, 0.5]",1.0,1.5,0.0,1.0
138,13,18,1,1,1,1,2,[ 2.24 -0.04],[2.94 0.12],[ 4.89 -5.05],[3.07 4.74],0,"[2.5, -0.5]","[2.5, 0.5]","[4.5, -5.5]","[3.5, 4.5]",1.0,1.5,1.0,1.0
139,19,1,0,1,0,1,2,[4.13 0.34],[ 3.66 -1.26],[2.03 1.13],[-4.8  0. ],22,"[4.5, 0.5]","[3.5, -1.5]","[2.5, 1.5]","[-4.5, 0.5]",0.0,1.5,0.0,1.0
140,13,19,0,0,0,0,5,[4.44 0.3 ],[3.12 1.86],[ 2.37 -0.85],[1.1  5.07],16,"[4.5, 0.5]","[3.5, 1.5]","[2.5, -0.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
141,14,8,1,1,0,1,4,[0.23 0.2 ],[5.1 5.1],[4.18 1.51],[-3.49 -3.49],22,"[0.5, 0.5]","[5.5, 5.5]","[4.5, 1.5]","[-3.5, -3.5]",1.0,1.0,0.0,1.5
142,18,4,0,1,0,0,2,[0.61 0.49],[4.98 3.9 ],[-5.28  0.69],[0.92 4.46],28,"[0.5, 0.5]","[4.5, 3.5]","[-5.5, 0.5]","[0.5, 4.5]",0.0,1.5,0.0,0.0
143,3,12,1,1,0,0,2,[0.16 3.38],[ 3.66 -2.34],[-5.77  0.04],[-3.49 -2.14],9,"[0.5, 3.5]","[3.5, -2.5]","[-5.5, 0.5]","[-3.5, -2.5]",1.0,1.5,0.0,0.0
144,10,11,1,1,0,1,4,[1.24 1.89],[0.12 1.8 ],[-5.24  5.78],[-3.  0.],29,"[1.5, 1.5]","[0.5, 1.5]","[-5.5, 5.5]","[-2.5, 0.5]",1.0,1.0,0.0,1.5
145,18,5,0,0,0,1,4,[0.14 0.34],[1.86 6.  ],[-3.91 -3.71],[1.64 5.02],17,"[0.5, 0.5]","[1.5, 5.5]","[-3.5, -3.5]","[1.5, 5.5]",0.0,0.0,0.0,1.5
146,13,20,0,0,0,0,5,[1.58 0.18],[1.86 6.  ],[ 5.35 -1.94],[1.79 4.33],26,"[1.5, 0.5]","[1.5, 5.5]","[5.5, -1.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
147,14,9,0,1,0,1,4,[5.69 1.74],[1.62 0.  ],[-0.81  5.49],[3.38 5.1 ],18,"[5.5, 1.5]","[1.5, 0.5]","[-0.5, 5.5]","[3.5, 5.5]",0.0,1.0,0.0,1.5
148,12,8,1,0,1,1,4,[4.7  0.14],[0.72 3.  ],[-4.39  1.29],[2.   3.92],26,"[4.5, 0.5]","[0.5, 3.5]","[-4.5, 1.5]","[2.5, 3.5]",1.0,0.0,1.0,1.5
149,3,13,0,1,0,1,2,[0.34 1.06],[1.08 0.42],[-1.71 -2.13],[1.64 5.02],28,"[0.5, 1.5]","[1.5, 0.5]","[-1.5, -2.5]","[1.5, 5.5]",0.0,1.5,0.0,1.0
150,18,6,0,0,0,0,5,[-1.74 -1.86],[3.3  4.14],[ 2.8  -4.53],[-0.  -4.8],21,"[-1.5, -1.5]","[3.5, 4.5]","[2.5, -4.5]","[0.5, -4.5]",0.0,0.0,0.0,0.0
151,13,21,1,1,1,1,2,[4.46 1.68],[4.5  2.16],[-2.41  4.39],[1.96 4.64],5,"[4.5, 1.5]","[4.5, 2.5]","[-2.5, 4.5]","[1.5, 4.5]",1.0,1.5,1.0,1.0
152,18,7,0,0,1,0,3,[-2.07  1.  ],[4.5 1.5],[-3.41  0.99],[2.19 4.22],15,"[-2.5, 1.5]","[4.5, 1.5]","[-3.5, 0.5]","[2.5, 4.5]",0.0,0.0,1.5,0.0
153,13,22,0,0,1,0,3,[ 3.64 -3.94],[ 1.14 -3.84],[ 1.28 -2.83],[-0.  -4.8],14,"[3.5, -3.5]","[1.5, -3.5]","[1.5, -2.5]","[0.5, -4.5]",0.0,0.0,1.5,0.0
154,3,14,0,1,0,0,2,[3.92 0.08],[0.   0.78],[-3.54  0.17],[1.64 5.02],27,"[3.5, 0.5]","[0.5, 0.5]","[-3.5, 0.5]","[1.5, 5.5]",0.0,1.5,0.0,0.0
155,14,10,1,0,0,1,4,[4.93 0.2 ],[-3.  3.],[ 3.86 -0.93],[1.96 4.64],7,"[4.5, 0.5]","[-2.5, 3.5]","[3.5, -0.5]","[1.5, 4.5]",1.0,0.0,0.0,1.5
156,13,23,0,0,0,1,4,[4.34 1.48],[0.12 3.84],[5.62 4.79],[2.   3.92],4,"[4.5, 1.5]","[0.5, 3.5]","[5.5, 4.5]","[2.5, 3.5]",0.0,0.0,0.0,1.5
157,18,8,0,0,0,0,5,[-1.34  0.28],[2. 1.],[-5.66 -4.28],[-2.81 -4.41],14,"[-1.5, 0.5]","[2.5, 1.5]","[-5.5, -4.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
158,18,9,0,1,0,0,5,[0.61 1.54],[0.12 5.34],[-4.74  5.72],[1.49 4.71],4,"[0.5, 1.5]","[0.5, 5.5]","[-4.5, 5.5]","[1.5, 4.5]",0.0,1.0,0.0,0.0
159,3,15,0,1,0,1,4,[1.66 1.34],[0.72 3.  ],[-4.74  3.05],[-4.8  0. ],5,"[1.5, 1.5]","[0.5, 3.5]","[-4.5, 3.5]","[-4.5, 0.5]",0.0,1.0,0.0,1.5
160,13,24,1,1,0,0,2,[ 0.73 -3.66],[1.26 2.34],[-5.64 -5.63],[-3.79 -3.79],1,"[0.5, -3.5]","[1.5, 2.5]","[-5.5, -5.5]","[-3.5, -3.5]",1.0,1.5,0.0,0.0
161,14,11,1,0,1,1,3,[5.99 0.14],[2.94 2.64],[-1.44 -4.63],[3.07 4.74],17,"[5.5, 0.5]","[2.5, 2.5]","[-1.5, -4.5]","[3.5, 4.5]",1.0,0.0,1.5,1.0
162,18,10,1,0,0,0,1,[0.24 2.14],[-2.34  3.96],[2.62 3.3 ],[3.22 3.73],10,"[0.5, 2.5]","[-2.5, 3.5]","[2.5, 3.5]","[3.5, 3.5]",1.5,0.0,0.0,0.0
163,13,25,0,1,0,1,4,[-1.79  1.62],[0.3  0.18],[1.03 1.03],[-4.2  0. ],29,"[-1.5, 1.5]","[0.5, 0.5]","[1.5, 1.5]","[-4.5, 0.5]",0.0,1.0,0.0,1.5
164,3,16,0,1,0,0,2,[3.49 0.34],[0.18 4.14],[-3.52  0.9 ],[0.  5.1],26,"[3.5, 0.5]","[0.5, 4.5]","[-3.5, 0.5]","[0.5, 5.5]",0.0,1.5,0.0,0.0
165,14,12,0,1,0,1,2,[4.93 1.36],[1.86 0.18],[-2.03  1.71],[-3.89  0.38],10,"[4.5, 1.5]","[1.5, 0.5]","[-2.5, 1.5]","[-3.5, 0.5]",0.0,1.5,0.0,1.0
166,13,26,1,1,1,1,2,[1.04 0.03],[-4.92  2.4 ],[-4.49  1.28],[2.81 4.41],23,"[1.5, 0.5]","[-4.5, 2.5]","[-4.5, 1.5]","[2.5, 4.5]",1.0,1.5,1.0,1.0
167,18,11,0,0,0,1,4,[-1.18  0.34],[3.3  4.14],[-2.48  1.68],[-4.41 -2.81],25,"[-1.5, 0.5]","[3.5, 4.5]","[-2.5, 1.5]","[-4.5, -2.5]",0.0,0.0,0.0,1.5
168,13,27,0,0,0,0,5,[-2.12  0.34],[1.86 6.  ],[-1.48 -3.98],[1.79 4.33],20,"[-2.5, 0.5]","[1.5, 5.5]","[-1.5, -3.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
169,3,17,0,1,0,0,2,[0.12 1.64],[2.46 2.88],[ 4.09 -1.53],[2.57 4.09],4,"[0.5, 1.5]","[2.5, 2.5]","[4.5, -1.5]","[2.5, 4.5]",0.0,1.5,0.0,0.0
170,18,12,1,0,1,0,5,[1.68 1.74],[0.72 3.  ],[5.08 2.09],[3.51 4.04],20,"[1.5, 1.5]","[0.5, 3.5]","[5.5, 2.5]","[3.5, 4.5]",1.0,0.0,1.0,0.0
171,13,28,0,0,0,0,5,[-0.04  0.11],[3.66 1.86],[-2.44 -2.16],[1.01 4.76],8,"[-0.5, 0.5]","[3.5, 1.5]","[-2.5, -2.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
172,14,13,0,1,0,1,2,[3.71 0.24],[4.2 0.9],[-5.39 -4.21],[ 0.92 -4.46],16,"[3.5, 0.5]","[4.5, 0.5]","[-5.5, -4.5]","[0.5, -4.5]",0.0,1.5,0.0,1.0
173,18,13,0,0,1,0,3,[ 2.57 -1.64],[-1.86  1.26],[5.09 0.65],[-0.  -4.8],24,"[2.5, -1.5]","[-1.5, 1.5]","[5.5, 0.5]","[0.5, -4.5]",0.0,0.0,1.5,0.0
174,13,29,0,0,0,0,5,[5.68 1.66],[-0.66  3.96],[-3.77  4.45],[0.  5.1],27,"[5.5, 1.5]","[-0.5, 3.5]","[-3.5, 4.5]","[0.5, 5.5]",0.0,0.0,0.0,0.0
175,3,18,0,1,0,1,4,[4.36 0.08],[ 1.68 -3.12],[-0.83  5.39],[3.38 5.1 ],23,"[4.5, 0.5]","[1.5, -3.5]","[-0.5, 5.5]","[3.5, 5.5]",0.0,1.0,0.0,1.5
176,18,14,0,0,0,0,5,[-3.54  2.98],[2.34 6.  ],[-4.69  5.08],[-2.64 -1.58],2,"[-3.5, 2.5]","[2.5, 5.5]","[-4.5, 5.5]","[-2.5, -1.5]",0.0,0.0,0.0,0.0
177,12,9,1,1,1,0,2,[ 3.36 -0.09],[ 2.64 -2.34],[ 5.56 -2.41],[-4.5  0. ],24,"[3.5, -0.5]","[2.5, -2.5]","[5.5, -2.5]","[-4.5, 0.5]",1.0,1.5,1.0,0.0
178,14,14,1,0,1,1,4,[-1.64  0.21],[ 3.66 -1.26],[-1.21 -2.79],[-4.8  0. ],25,"[-1.5, 0.5]","[3.5, -1.5]","[-1.5, -2.5]","[-4.5, 0.5]",1.0,0.0,1.0,1.5
179,18,15,1,0,0,0,1,[0.21 1.63],[2.94 2.64],[ 3.78 -1.04],[5.02 1.64],19,"[0.5, 1.5]","[2.5, 2.5]","[3.5, -1.5]","[5.5, 1.5]",1.5,0.0,0.0,0.0
180,20,1,1,0,0,0,1,[1.44 3.23],[ 4.26 -3.9 ],[1.74 4.36],[1.24 4.1 ],9,"[1.5, 3.5]","[4.5, -3.5]","[1.5, 4.5]","[1.5, 4.5]",1.5,0.0,0.0,0.0
181,18,16,0,0,1,0,3,[1.04 2.14],[3.54 1.92],[4.12 5.5 ],[2.57 4.09],16,"[1.5, 2.5]","[3.5, 1.5]","[4.5, 5.5]","[2.5, 4.5]",0.0,0.0,1.5,0.0
182,14,15,1,0,1,0,3,[-1.38  0.22],[-4.  2.],[-2.15 -3.07],[-5.1  0. ],14,"[-1.5, 0.5]","[-3.5, 2.5]","[-2.5, -3.5]","[-5.5, 0.5]",1.0,0.0,1.5,0.0
183,3,19,1,1,0,1,5,[-3.59  2.89],[2.34 6.  ],[-1.56  3.2 ],[-0. -3.],2,"[-3.5, 2.5]","[2.5, 5.5]","[-1.5, 3.5]","[0.5, -2.5]",1.0,1.0,0.0,1.0
184,18,17,0,0,0,0,5,[1.69 0.44],[3.84 3.3 ],[-2.27 -5.47],[0.  5.1],26,"[1.5, 0.5]","[3.5, 3.5]","[-2.5, -5.5]","[0.5, 5.5]",0.0,0.0,0.0,0.0
185,18,18,0,0,0,1,4,[2.64 2.84],[0.12 5.34],[1.57 1.36],[-4.41 -2.81],12,"[2.5, 2.5]","[0.5, 5.5]","[1.5, 1.5]","[-4.5, -2.5]",0.0,0.0,0.0,1.5
186,20,2,1,1,0,0,1,[3.94 0.14],[2.76 3.12],[3.85 3.83],[1.1  5.07],27,"[3.5, 0.5]","[2.5, 3.5]","[3.5, 3.5]","[1.5, 5.5]",1.5,1.0,0.0,0.0
187,14,16,1,1,1,1,4,[-1.37  2.16],[0.72 3.  ],[0.89 1.87],[1.1  5.07],28,"[-1.5, 2.5]","[0.5, 3.5]","[0.5, 1.5]","[1.5, 5.5]",1.0,1.0,1.0,1.5
188,18,19,0,0,0,1,4,[-0.64  0.24],[ 2.88 -1.5 ],[ 5.28 -4.71],[-2.2 -2.2],1,"[-0.5, 0.5]","[2.5, -1.5]","[5.5, -4.5]","[-2.5, -2.5]",0.0,0.0,0.0,1.5
189,3,20,0,0,1,1,3,[-0.19  1.6 ],[ 3.18 -0.24],[2.64 4.23],[-1.58 -2.64],6,"[-0.5, 1.5]","[3.5, -0.5]","[2.5, 4.5]","[-1.5, -2.5]",0.0,0.0,1.5,1.0
190,18,20,0,1,0,0,2,[ 1.8  -0.06],[-2.58  2.7 ],[-1.71 -4.68],[-1.24 -2.1 ],6,"[1.5, -0.5]","[-2.5, 2.5]","[-1.5, -4.5]","[-1.5, -2.5]",0.0,1.5,0.0,0.0
191,18,21,0,0,0,0,5,[3.71 0.19],[2.34 1.86],[1.11 0.07],[-0.  -4.8],3,"[3.5, 0.5]","[2.5, 1.5]","[1.5, 0.5]","[0.5, -4.5]",0.0,0.0,0.0,0.0
192,20,3,0,0,0,1,4,[3.58 1.64],[6.  5.4],[ 1.15 -0.23],[0.  4.2],4,"[3.5, 1.5]","[5.5, 5.5]","[1.5, -0.5]","[0.5, 4.5]",0.0,0.0,0.0,1.5
193,3,21,0,1,0,0,2,[0.34 0.18],[0.78 0.3 ],[-3.47  0.46],[1.8  5.34],20,"[0.5, 0.5]","[0.5, 0.5]","[-3.5, 0.5]","[1.5, 5.5]",0.0,1.5,0.0,0.0
194,14,17,1,0,1,1,3,[0.34 1.64],[0.12 5.34],[ 1.28 -4.32],[-1.58 -2.64],12,"[0.5, 1.5]","[0.5, 5.5]","[1.5, -4.5]","[-1.5, -2.5]",1.0,0.0,1.5,1.0
195,18,22,1,0,0,0,1,[ 0.44 -1.69],[2.  3.5],[-1.42  5.98],[1.96 4.64],8,"[0.5, -1.5]","[2.5, 3.5]","[-1.5, 5.5]","[1.5, 4.5]",1.5,0.0,0.0,0.0
196,18,23,0,0,0,0,5,[0.11 3.48],[-2.88  3.  ],[3.41 5.61],[-2.64 -1.58],9,"[0.5, 3.5]","[-2.5, 3.5]","[3.5, 5.5]","[-2.5, -1.5]",0.0,0.0,0.0,0.0
197,21,1,0,0,1,1,4,[-0.3   1.51],[1.86 6.  ],[ 2.75 -5.62],[2.81 4.41],17,"[-0.5, 1.5]","[1.5, 5.5]","[2.5, -5.5]","[2.5, 4.5]",0.0,0.0,1.0,1.5
198,18,24,1,0,0,0,1,[3.38 0.42],[ 2.7  -0.96],[-1.69 -2.22],[-2.81 -4.41],22,"[3.5, 0.5]","[2.5, -0.5]","[-1.5, -2.5]","[-2.5, -4.5]",1.5,0.0,0.0,0.0
199,3,22,0,0,0,1,5,[4.93 0.06],[3.3 3.6],[-4.2  -2.01],[1.96 4.64],7,"[4.5, 0.5]","[3.5, 3.5]","[-4.5, -2.5]","[1.5, 4.5]",0.0,0.0,0.0,1.0
200,14,18,0,1,1,1,3,[ 2.98 -1.5 ],[ 1.26 -1.02],[0.95 5.97],[-4.13 -4.13],11,"[2.5, -1.5]","[1.5, -1.5]","[0.5, 5.5]","[-4.5, -4.5]",0.0,1.0,1.5,1.0
201,18,25,0,0,1,0,3,[2.34 0.34],[-2.28  2.04],[-4.87 -0.29],[3.07 4.74],23,"[2.5, 0.5]","[-2.5, 2.5]","[-4.5, -0.5]","[3.5, 4.5]",0.0,0.0,1.5,0.0
202,3,23,1,1,0,1,2,[5.01 1.14],[4.5 1.5],[-0.52 -4.72],[-0.56  2.96],17,"[5.5, 1.5]","[4.5, 1.5]","[-0.5, -4.5]","[-0.5, 2.5]",1.0,1.5,0.0,1.0
203,18,26,0,0,1,0,3,[0.87 5.65],[2.5 4. ],[2.7  2.27],[1.64 5.02],7,"[0.5, 5.5]","[2.5, 4.5]","[2.5, 2.5]","[1.5, 5.5]",0.0,0.0,1.5,0.0
204,20,4,0,0,1,0,3,[1.64 0.31],[2.7  5.34],[0.65 0.82],[3.07 4.74],17,"[1.5, 0.5]","[2.5, 5.5]","[0.5, 0.5]","[3.5, 4.5]",0.0,0.0,1.5,0.0
205,18,27,0,0,0,0,5,[ 2.88 -1.5 ],[ 3.66 -4.14],[3.99 0.23],[-2.81 -4.41],11,"[2.5, -1.5]","[3.5, -4.5]","[3.5, 0.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
206,3,24,1,1,0,1,1,[ 1.64 -2.14],[1.2  3.96],[-1.63 -1.01],[-3.07 -4.74],21,"[1.5, -2.5]","[1.5, 3.5]","[-1.5, -1.5]","[-3.5, -4.5]",1.5,1.0,0.0,1.0
207,18,28,0,0,1,0,3,[-1.57  2.13],[3.66 2.76],[ 5.65 -5.71],[2.35 3.78],29,"[-1.5, 2.5]","[3.5, 2.5]","[5.5, -5.5]","[2.5, 3.5]",0.0,0.0,1.5,0.0
208,14,19,1,1,1,1,4,[-3.39  3.2 ],[2.34 6.  ],[-3.44  3.13],[-2.35 -3.78],2,"[-3.5, 3.5]","[2.5, 5.5]","[-3.5, 3.5]","[-2.5, -3.5]",1.0,1.0,1.0,1.5
209,18,29,1,0,0,0,1,[4.38 0.33],[-3.72  2.94],[-3.11 -0.81],[3.07 4.74],27,"[4.5, 0.5]","[-3.5, 2.5]","[-3.5, -0.5]","[3.5, 4.5]",1.5,0.0,0.0,0.0
210,21,2,0,0,1,1,3,[4.93 1.36],[-3.84  3.42],[4.05 5.45],[-2.68 -2.68],6,"[4.5, 1.5]","[-3.5, 3.5]","[4.5, 5.5]","[-2.5, -2.5]",0.0,0.0,1.5,1.0
211,3,25,1,0,0,1,4,[4.89 0.23],[1.68 1.2 ],[ 2.78 -5.52],[-3.  0.],29,"[4.5, 0.5]","[1.5, 1.5]","[2.5, -5.5]","[-2.5, 0.5]",1.0,0.0,0.0,1.5
212,20,5,1,0,0,1,1,[3.24 0.07],[0.12 3.72],[-2.52  0.9 ],[-4.41 -2.81],24,"[3.5, 0.5]","[0.5, 3.5]","[-2.5, 0.5]","[-4.5, -2.5]",1.5,0.0,0.0,1.0
213,22,1,0,1,0,0,2,[0.49 1.54],[4.5 1.5],[-1.66  1.23],[0.  5.1],4,"[0.5, 1.5]","[4.5, 1.5]","[-1.5, 1.5]","[0.5, 5.5]",0.0,1.5,0.0,0.0
214,14,20,0,1,1,0,2,[-1.74 -1.74],[ 4.5 -3. ],[-3.29 -3.72],[3.38 5.1 ],23,"[-1.5, -1.5]","[4.5, -2.5]","[-3.5, -3.5]","[3.5, 5.5]",0.0,1.5,1.0,0.0
215,3,26,0,1,0,1,2,[2.24 0.16],[1.08 2.22],[-3.15  3.93],[-0.  -4.8],3,"[2.5, 0.5]","[1.5, 2.5]","[-3.5, 3.5]","[0.5, -4.5]",0.0,1.5,0.0,1.0
216,22,2,0,0,0,1,4,[4.61 1.61],[-0.6   3.78],[-0.44 -4.46],[4.74 3.07],15,"[4.5, 1.5]","[-0.5, 3.5]","[-0.5, -4.5]","[4.5, 3.5]",0.0,0.0,0.0,1.5
217,20,6,0,0,0,1,4,[ 3.41 -2.35],[4.5 1.5],[-3.15 -2.32],[1.96 4.64],8,"[3.5, -2.5]","[4.5, 1.5]","[-3.5, -2.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
218,3,27,1,1,0,1,4,[2.24 2.18],[0.12 3.72],[1.17 5.81],[0.  4.5],13,"[2.5, 2.5]","[0.5, 3.5]","[1.5, 5.5]","[0.5, 4.5]",1.0,1.0,0.0,1.5
219,24,1,1,1,1,1,1,[3.73 0.24],[3.3  3.84],[5.5  5.01],[-1.94 -3.2 ],7,"[3.5, 0.5]","[3.5, 3.5]","[5.5, 5.5]","[-1.5, -3.5]",1.5,1.0,1.0,1.0
220,14,21,1,1,0,1,4,[0.36 1.81],[0.18 4.14],[ 0.08 -1.28],[2.81 4.41],26,"[0.5, 1.5]","[0.5, 4.5]","[0.5, -1.5]","[2.5, 4.5]",1.0,1.0,0.0,1.5
221,21,3,1,1,0,0,1,[ 1.66 -1.54],[ 4.26 -4.62],[ 4.17 -3.81],[-3.78 -2.35],22,"[1.5, -1.5]","[4.5, -4.5]","[4.5, -3.5]","[-3.5, -2.5]",1.5,1.0,0.0,0.0
222,20,7,0,1,1,0,2,[1.28 1.76],[0.12 3.72],[2.55 4.67],[0.  5.1],26,"[1.5, 1.5]","[0.5, 3.5]","[2.5, 4.5]","[0.5, 5.5]",0.0,1.5,1.0,0.0
223,22,3,0,0,0,0,5,[1.59 2.21],[2.76 3.12],[-3.73  1.64],[1.64 5.02],27,"[1.5, 2.5]","[2.5, 3.5]","[-3.5, 1.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
224,3,28,0,1,0,1,2,[0.14 0.37],[0.12 5.34],[-4.89 -0.29],[3.83 4.38],19,"[0.5, 0.5]","[0.5, 5.5]","[-4.5, -0.5]","[3.5, 4.5]",0.0,1.5,0.0,1.0
225,14,22,1,0,1,1,3,[5.94 5.99],[-3.6  1.8],[5.67 3.3 ],[-2.35 -3.78],6,"[5.5, 5.5]","[-3.5, 1.5]","[5.5, 3.5]","[-2.5, -3.5]",1.0,0.0,1.5,1.0
226,24,2,1,1,1,0,2,[3.3  0.34],[2.7  5.34],[ 1.27 -1.23],[1.64 5.02],20,"[3.5, 0.5]","[2.5, 5.5]","[1.5, -1.5]","[1.5, 5.5]",1.0,1.5,1.0,0.0
227,3,29,0,0,0,1,4,[ 4.2  -0.52],[0.12 3.72],[ 0.33 -2.12],[1.79 4.33],16,"[4.5, -0.5]","[0.5, 3.5]","[0.5, -2.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
228,21,4,0,1,0,1,4,[2.18 2.18],[3.3  3.18],[1.25 5.52],[-4.8  0. ],5,"[2.5, 2.5]","[3.5, 3.5]","[1.5, 5.5]","[-4.5, 0.5]",0.0,1.0,0.0,1.5
229,22,4,0,1,0,1,2,[4.54 0.46],[-3.36  3.  ],[-3.16  4.94],[-0.  -4.5],3,"[4.5, 0.5]","[-3.5, 3.5]","[-3.5, 4.5]","[0.5, -4.5]",0.0,1.5,0.0,1.0
230,20,8,0,0,0,1,4,[ 3.97 -3.29],[0.12 3.72],[-3.32  5.9 ],[-4.41 -2.81],21,"[3.5, -3.5]","[0.5, 3.5]","[-3.5, 5.5]","[-4.5, -2.5]",0.0,0.0,0.0,1.5
231,24,3,1,1,1,1,4,[1.07 0.04],[-2.28  2.04],[ 3.4  -0.64],[3.38 5.1 ],23,"[1.5, 0.5]","[-2.5, 2.5]","[3.5, -0.5]","[3.5, 5.5]",1.0,1.0,1.0,1.5
232,14,23,0,1,1,0,2,[-2.09  1.91],[3.3  4.14],[-4.32 -2.76],[1.49 4.71],0,"[-2.5, 1.5]","[3.5, 4.5]","[-4.5, -2.5]","[1.5, 4.5]",0.0,1.5,1.0,0.0
233,22,5,0,0,0,0,5,[0.33 0.03],[2.76 0.9 ],[-2.09  5.33],[3.83 4.38],25,"[0.5, 0.5]","[2.5, 0.5]","[-2.5, 5.5]","[3.5, 4.5]",0.0,0.0,0.0,0.0
